Date_ID,Date,Year,Month,Month Name,Quarter
D-0008807,2001-08-01T00:00:00,2001,8,August,Q3
D-0008808,2001-09-01T00:00:00,2001,9,September,Q3
D-0008809,2001-10-01T00:00:00,2001,10,October,Q4
D-0008810,2001-11-01T00:00:00,2001,11,November,Q4
D-0008811,2001-12-01T00:00:00,2001,12,December,Q4
D-0008812,2002-01-01T00:00:00,2002,1,January,Q1
D-0008813,2002-02-01T00:00:00,2002,2,February,Q1
D-0008814,2002-03-01T00:00:00,2002,3,March,Q1
D-0008815,2002-04-01T00:00:00,2002,4,April,Q2
D-0008816,2002-05-01T00:00:00,2002,5,May,Q2
D-0008817,2002-06-01T00:00:00,2002,6,June,Q2
D-0008818,2002-07-01T00:00:00,2002,7,July,Q3
D-0008819,2002-08-01T00:00:00,2002,8,August,Q3
D-0008820,2002-09-01T00:00:00,2002,9,September,Q3
D-0008821,2002-10-01T00:00:00,2002,10,October,Q4
D-0008822,2002-11-01T00:00:00,2002,11,November,Q4
D-0008823,2002-12-01T00:00:00,2002,12,December,Q4
D-0008824,2003-01-01T00:00:00,2003,1,January,Q1
D-0008825,2003-02-01T00:00:00,2003,2,February,Q1
D-0008826,2003-03-01T00:00:00,2003,3,March,Q1
D-0008827,2003-04-01T00:00:00,2003,4,April,Q2
D-0008828,2003-05-01T00:00:00,2003,5,May,Q2
D-0008829,2003-06-01T00:00:00,2003,6,June,Q2
D-0008830,2003-07-01T00:00:00,2003,7,July,Q3
D-0008831,2003-08-01T00:00:00,2003,8,August,Q3
D-0008832,2003-09-01T00:00:00,2003,9,September,Q3
D-0008833,2003-10-01T00:00:00,2003,10,October,Q4
D-0008834,2003-11-01T00:00:00,2003,11,November,Q4
D-0008835,2003-12-01T00:00:00,2003,12,December,Q4
D-0008836,2004-01-01T00:00:00,2004,1,January,Q1
D-0008837,2004-02-01T00:00:00,2004,2,February,Q1
D-0008838,2004-03-01T00:00:00,2004,3,March,Q1
D-0008839,2004-04-01T00:00:00,2004,4,April,Q2
D-0008840,2004-05-01T00:00:00,2004,5,May,Q2
D-0008841,2004-06-01T00:00:00,2004,6,June,Q2
D-0008842,2004-07-01T00:00:00,2004,7,July,Q3
D-0008843,2004-08-01T00:00:00,2004,8,August,Q3
D-0008844,2004-09-01T00:00:00,2004,9,September,Q3
D-0008845,2004-10-01T00:00:00,2004,10,October,Q4
D-0008846,2004-11-01T00:00:00,2004,11,November,Q4
D-0008847,2004-12-01T00:00:00,2004,12,December,Q4
D-0008848,2005-01-01T00:00:00,2005,1,January,Q1
D-0008849,2005-02-01T00:00:00,2005,2,February,Q1
D-0008850,2005-03-01T00:00:00,2005,3,March,Q1
D-0008851,2005-04-01T00:00:00,2005,4,April,Q2
D-0008852,2005-05-01T00:00:00,2005,5,May,Q2
D-0008853,2005-06-01T00:00:00,2005,6,June,Q2
D-0008854,2005-07-01T00:00:00,2005,7,July,Q3
D-0008855,2005-08-01T00:00:00,2005,8,August,Q3
D-0008856,2005-09-01T00:00:00,2005,9,September,Q3
D-0008857,2005-10-01T00:00:00,2005,10,October,Q4
D-0008858,2005-11-01T00:00:00,2005,11,November,Q4
D-0008859,2005-12-01T00:00:00,2005,12,December,Q4
D-0008860,2006-01-01T00:00:00,2006,1,January,Q1
D-0008861,2006-02-01T00:00:00,2006,2,February,Q1
D-0008862,2006-03-01T00:00:00,2006,3,March,Q1
D-0008863,2006-04-01T00:00:00,2006,4,April,Q2
D-0008864,2006-05-01T00:00:00,2006,5,May,Q2
D-0008865,2006-06-01T00:00:00,2006,6,June,Q2
D-0008866,2006-07-01T00:00:00,2006,7,July,Q3
D-0008867,2006-08-01T00:00:00,2006,8,August,Q3
D-0008868,2006-09-01T00:00:00,2006,9,September,Q3
D-0008869,2006-10-01T00:00:00,2006,10,October,Q4
D-0008870,2006-11-01T00:00:00,2006,11,November,Q4
D-0008871,2006-12-01T00:00:00,2006,12,December,Q4
D-0008872,2007-01-01T00:00:00,2007,1,January,Q1
D-0008873,2007-02-01T00:00:00,2007,2,February,Q1
D-0008874,2007-03-01T00:00:00,2007,3,March,Q1
D-0008875,2007-04-01T00:00:00,2007,4,April,Q2
D-0008876,2007-05-01T00:00:00,2007,5,May,Q2
D-0008877,2007-06-01T00:00:00,2007,6,June,Q2
D-0008878,2007-07-01T00:00:00,2007,7,July,Q3
D-0008879,2007-08-01T00:00:00,2007,8,August,Q3
D-0008880,2007-09-01T00:00:00,2007,9,September,Q3
D-0008881,2007-10-01T00:00:00,2007,10,October,Q4
D-0008882,2007-11-01T00:00:00,2007,11,November,Q4
D-0008883,2007-12-01T00:00:00,2007,12,December,Q4
D-0008884,2008-01-01T00:00:00,2008,1,January,Q1
D-0008885,2008-02-01T00:00:00,2008,2,February,Q1
D-0008886,2008-03-01T00:00:00,2008,3,March,Q1
D-0008887,2008-04-01T00:00:00,2008,4,April,Q2
D-0008888,2008-05-01T00:00:00,2008,5,May,Q2
D-0008889,2008-06-01T00:00:00,2008,6,June,Q2
D-0008890,2008-07-01T00:00:00,2008,7,July,Q3
D-0008891,2008-08-01T00:00:00,2008,8,August,Q3
D-0008892,2008-09-01T00:00:00,2008,9,September,Q3
D-0008893,2008-10-01T00:00:00,2008,10,October,Q4
D-0008894,2008-11-01T00:00:00,2008,11,November,Q4
D-0008895,2008-12-01T00:00:00,2008,12,December,Q4
D-0008896,2009-01-01T00:00:00,2009,1,January,Q1
D-0008897,2009-02-01T00:00:00,2009,2,February,Q1
D-0008898,2009-03-01T00:00:00,2009,3,March,Q1
D-0008899,2009-04-01T00:00:00,2009,4,April,Q2
D-0008900,2009-05-01T00:00:00,2009,5,May,Q2
D-0008901,2009-06-01T00:00:00,2009,6,June,Q2
D-0008902,2009-07-01T00:00:00,2009,7,July,Q3
D-0008903,2009-08-01T00:00:00,2009,8,August,Q3
D-0008904,2009-09-01T00:00:00,2009,9,September,Q3
D-0008905,2009-10-01T00:00:00,2009,10,October,Q4
D-0008906,2009-11-01T00:00:00,2009,11,November,Q4
D-0008907,2009-12-01T00:00:00,2009,12,December,Q4
D-0008908,2010-01-01T00:00:00,2010,1,January,Q1
D-0008909,2010-02-01T00:00:00,2010,2,February,Q1
D-0008910,2010-03-01T00:00:00,2010,3,March,Q1
D-0008911,2010-04-01T00:00:00,2010,4,April,Q2
D-0008912,2010-05-01T00:00:00,2010,5,May,Q2
D-0008913,2010-06-01T00:00:00,2010,6,June,Q2
D-0008914,2010-07-01T00:00:00,2010,7,July,Q3
D-0008915,2010-08-01T00:00:00,2010,8,August,Q3
D-0008916,2010-09-01T00:00:00,2010,9,September,Q3
D-0008917,2010-10-01T00:00:00,2010,10,October,Q4
D-0008918,2010-11-01T00:00:00,2010,11,November,Q4
D-0008919,2010-12-01T00:00:00,2010,12,December,Q4
D-0008920,2011-01-01T00:00:00,2011,1,January,Q1
D-0008921,2011-02-01T00:00:00,2011,2,February,Q1
D-0008922,2011-03-01T00:00:00,2011,3,March,Q1
D-0008923,2011-04-01T00:00:00,2011,4,April,Q2
D-0008924,2011-05-01T00:00:00,2011,5,May,Q2
D-0008925,2011-06-01T00:00:00,2011,6,June,Q2
D-0008926,2011-07-01T00:00:00,2011,7,July,Q3
D-0008927,2011-08-01T00:00:00,2011,8,August,Q3
D-0008928,2011-09-01T00:00:00,2011,9,September,Q3
D-0008929,2011-10-01T00:00:00,2011,10,October,Q4
D-0008930,2011-11-01T00:00:00,2011,11,November,Q4
D-0008931,2011-12-01T00:00:00,2011,12,December,Q4
D-0008932,2012-01-01T00:00:00,2012,1,January,Q1
D-0008933,2012-02-01T00:00:00,2012,2,February,Q1
D-0008934,2012-03-01T00:00:00,2012,3,March,Q1
D-0008935,2012-04-01T00:00:00,2012,4,April,Q2
D-0008936,2012-05-01T00:00:00,2012,5,May,Q2
D-0008937,2012-06-01T00:00:00,2012,6,June,Q2
D-0008938,2012-07-01T00:00:00,2012,7,July,Q3
D-0008939,2012-08-01T00:00:00,2012,8,August,Q3
D-0008940,2012-09-01T00:00:00,2012,9,September,Q3
D-0008941,2012-10-01T00:00:00,2012,10,October,Q4
D-0008942,2012-11-01T00:00:00,2012,11,November,Q4
D-0008943,2012-12-01T00:00:00,2012,12,December,Q4
D-0008944,2013-01-01T00:00:00,2013,1,January,Q1
D-0008945,2013-02-01T00:00:00,2013,2,February,Q1
D-0008946,2013-03-01T00:00:00,2013,3,March,Q1
D-0008947,2013-04-01T00:00:00,2013,4,April,Q2
D-0008948,2013-05-01T00:00:00,2013,5,May,Q2
D-0008949,2013-06-01T00:00:00,2013,6,June,Q2
D-0008950,2013-07-01T00:00:00,2013,7,July,Q3
D-0008951,2013-08-01T00:00:00,2013,8,August,Q3
D-0008952,2013-09-01T00:00:00,2013,9,September,Q3
D-0008953,2013-10-01T00:00:00,2013,10,October,Q4
D-0008954,2013-11-01T00:00:00,2013,11,November,Q4
D-0008955,2013-12-01T00:00:00,2013,12,December,Q4
D-0008956,2014-01-01T00:00:00,2014,1,January,Q1
D-0008957,2014-02-01T00:00:00,2014,2,February,Q1
D-0008958,2014-03-01T00:00:00,2014,3,March,Q1
D-0008959,2014-04-01T00:00:00,2014,4,April,Q2
D-0008960,2014-05-01T00:00:00,2014,5,May,Q2
D-0008961,2014-06-01T00:00:00,2014,6,June,Q2
D-0008962,2014-07-01T00:00:00,2014,7,July,Q3
D-0008963,2014-08-01T00:00:00,2014,8,August,Q3
D-0008964,2014-09-01T00:00:00,2014,9,September,Q3
D-0008965,2014-10-01T00:00:00,2014,10,October,Q4
D-0008966,2014-11-01T00:00:00,2014,11,November,Q4
D-0008967,2014-12-01T00:00:00,2014,12,December,Q4
D-0008968,2015-01-01T00:00:00,2015,1,January,Q1
D-0008969,2015-02-01T00:00:00,2015,2,February,Q1
D-0008970,2015-03-01T00:00:00,2015,3,March,Q1
D-0008971,2015-04-01T00:00:00,2015,4,April,Q2
D-0008972,2015-05-01T00:00:00,2015,5,May,Q2
D-0008973,2015-06-01T00:00:00,2015,6,June,Q2
D-0008974,2015-07-01T00:00:00,2015,7,July,Q3
D-0008975,2015-08-01T00:00:00,2015,8,August,Q3
D-0008976,2015-09-01T00:00:00,2015,9,September,Q3
D-0008977,2015-10-01T00:00:00,2015,10,October,Q4
D-0008978,2015-11-01T00:00:00,2015,11,November,Q4
D-0008979,2015-12-01T00:00:00,2015,12,December,Q4
D-0008980,2016-01-01T00:00:00,2016,1,January,Q1
D-0008981,2016-02-01T00:00:00,2016,2,February,Q1
D-0008982,2016-03-01T00:00:00,2016,3,March,Q1
D-0008983,2016-04-01T00:00:00,2016,4,April,Q2
D-0008984,2016-05-01T00:00:00,2016,5,May,Q2
D-0008985,2016-06-01T00:00:00,2016,6,June,Q2
D-0008986,2016-07-01T00:00:00,2016,7,July,Q3
D-0008987,2016-08-01T00:00:00,2016,8,August,Q3
D-0008988,2016-09-01T00:00:00,2016,9,September,Q3
D-0008989,2016-10-01T00:00:00,2016,10,October,Q4
D-0008990,2016-11-01T00:00:00,2016,11,November,Q4
D-0008991,2016-12-01T00:00:00,2016,12,December,Q4
D-0008992,2017-01-01T00:00:00,2017,1,January,Q1
D-0008993,2017-02-01T00:00:00,2017,2,February,Q1
D-0008994,2017-03-01T00:00:00,2017,3,March,Q1
D-0008995,2017-04-01T00:00:00,2017,4,April,Q2
D-0008996,2017-05-01T00:00:00,2017,5,May,Q2
D-0008997,2017-06-01T00:00:00,2017,6,June,Q2
D-0008998,2017-07-01T00:00:00,2017,7,July,Q3
D-0008999,2017-08-01T00:00:00,2017,8,August,Q3
D-0009000,2017-09-01T00:00:00,2017,9,September,Q3
D-0009001,2017-10-01T00:00:00,2017,10,October,Q4
D-0009002,2017-11-01T00:00:00,2017,11,November,Q4
D-0009003,2017-12-01T00:00:00,2017,12,December,Q4
D-0009004,2018-01-01T00:00:00,2018,1,January,Q1
D-0009005,2018-02-01T00:00:00,2018,2,February,Q1
D-0009006,2018-03-01T00:00:00,2018,3,March,Q1
D-0009007,2018-04-01T00:00:00,2018,4,April,Q2
D-0009008,2018-05-01T00:00:00,2018,5,May,Q2
D-0009009,2018-06-01T00:00:00,2018,6,June,Q2
D-0009010,2018-07-01T00:00:00,2018,7,July,Q3
D-0009011,2018-08-01T00:00:00,2018,8,August,Q3
D-0009012,2018-09-01T00:00:00,2018,9,September,Q3
D-0009013,2018-10-01T00:00:00,2018,10,October,Q4
D-0009014,2018-11-01T00:00:00,2018,11,November,Q4
D-0009015,2018-12-01T00:00:00,2018,12,December,Q4
D-0009016,2019-01-01T00:00:00,2019,1,January,Q1
D-0009017,2019-02-01T00:00:00,2019,2,February,Q1
D-0009018,2019-03-01T00:00:00,2019,3,March,Q1
D-0009019,2019-04-01T00:00:00,2019,4,April,Q2
D-0009020,2019-05-01T00:00:00,2019,5,May,Q2
D-0009021,2019-06-01T00:00:00,2019,6,June,Q2
D-0009022,2019-07-01T00:00:00,2019,7,July,Q3
D-0009023,2019-08-01T00:00:00,2019,8,August,Q3
D-0009024,2019-09-01T00:00:00,2019,9,September,Q3
D-0009025,2019-10-01T00:00:00,2019,10,October,Q4
D-0009026,2019-11-01T00:00:00,2019,11,November,Q4
D-0009027,2019-12-01T00:00:00,2019,12,December,Q4
D-0009028,2020-01-01T00:00:00,2020,1,January,Q1
D-0009029,2020-02-01T00:00:00,2020,2,February,Q1
D-0009030,2020-03-01T00:00:00,2020,3,March,Q1
D-0009031,2020-04-01T00:00:00,2020,4,April,Q2
D-0009032,2020-05-01T00:00:00,2020,5,May,Q2
D-0009033,2020-06-01T00:00:00,2020,6,June,Q2
D-0009034,2020-07-01T00:00:00,2020,7,July,Q3
D-0009035,2020-08-01T00:00:00,2020,8,August,Q3
D-0009036,2020-09-01T00:00:00,2020,9,September,Q3
D-0009037,2020-10-01T00:00:00,2020,10,October,Q4
D-0009038,2020-11-01T00:00:00,2020,11,November,Q4
D-0009039,2020-12-01T00:00:00,2020,12,December,Q4
D-0009040,2021-01-01T00:00:00,2021,1,January,Q1
D-0009041,2021-02-01T00:00:00,2021,2,February,Q1
D-0009042,2021-03-01T00:00:00,2021,3,March,Q1
D-0009043,2021-04-01T00:00:00,2021,4,April,Q2
D-0009044,2021-05-01T00:00:00,2021,5,May,Q2
D-0009045,2021-06-01T00:00:00,2021,6,June,Q2
D-0009046,2021-07-01T00:00:00,2021,7,July,Q3
D-0009047,2021-08-01T00:00:00,2021,8,August,Q3
D-0009048,2021-09-01T00:00:00,2021,9,September,Q3
D-0009049,2021-10-01T00:00:00,2021,10,October,Q4
D-0009050,2021-11-01T00:00:00,2021,11,November,Q4
D-0009051,2021-12-01T00:00:00,2021,12,December,Q4
D-0009052,2022-01-01T00:00:00,2022,1,January,Q1
D-0009053,2022-02-01T00:00:00,2022,2,February,Q1
D-0009054,2022-03-01T00:00:00,2022,3,March,Q1
D-0009055,2022-04-01T00:00:00,2022,4,April,Q2
D-0009056,2022-05-01T00:00:00,2022,5,May,Q2
D-0009057,2022-06-01T00:00:00,2022,6,June,Q2
D-0009058,2022-07-01T00:00:00,2022,7,July,Q3
D-0009059,2022-08-01T00:00:00,2022,8,August,Q3
D-0009060,2022-09-01T00:00:00,2022,9,September,Q3
D-0009061,2022-10-01T00:00:00,2022,10,October,Q4
D-0009062,2022-11-01T00:00:00,2022,11,November,Q4
D-0009063,2022-12-01T00:00:00,2022,12,December,Q4
D-0009064,2023-01-01T00:00:00,2023,1,January,Q1
D-0009065,2023-02-01T00:00:00,2023,2,February,Q1
D-0009066,2023-03-01T00:00:00,2023,3,March,Q1
D-0009067,2023-04-01T00:00:00,2023,4,April,Q2
D-0009068,2023-05-01T00:00:00,2023,5,May,Q2
D-0009069,2023-06-01T00:00:00,2023,6,June,Q2
D-0009070,2023-07-01T00:00:00,2023,7,July,Q3
D-0009071,2023-08-01T00:00:00,2023,8,August,Q3
D-0009072,2023-09-01T00:00:00,2023,9,September,Q3
D-0009073,2023-10-01T00:00:00,2023,10,October,Q4
D-0009074,2023-11-01T00:00:00,2023,11,November,Q4
D-0009075,2023-12-01T00:00:00,2023,12,December,Q4
D-0009076,2024-01-01T00:00:00,2024,1,January,Q1
D-0009077,2024-02-01T00:00:00,2024,2,February,Q1
D-0009078,2024-03-01T00:00:00,2024,3,March,Q1
D-0009079,2024-04-01T00:00:00,2024,4,April,Q2
D-0009080,2024-05-01T00:00:00,2024,5,May,Q2
D-0009081,2024-06-01T00:00:00,2024,6,June,Q2
D-0009082,2024-07-01T00:00:00,2024,7,July,Q3
D-0009083,2024-08-01T00:00:00,2024,8,August,Q3
D-0009084,2024-09-01T00:00:00,2024,9,September,Q3
D-0009085,2024-10-01T00:00:00,2024,10,October,Q4
D-0009086,2024-11-01T00:00:00,2024,11,November,Q4
D-0009087,2024-12-01T00:00:00,2024,12,December,Q4
D-0009088,2025-01-01T00:00:00,2025,1,January,Q1
D-0009089,2025-02-01T00:00:00,2025,2,February,Q1
D-0009090,2025-03-01T00:00:00,2025,3,March,Q1
D-0009091,2000-01-01T00:00:00,2000,1,January,Q1
D-0009092,2000-02-01T00:00:00,2000,2,February,Q1
D-0009093,2000-03-01T00:00:00,2000,3,March,Q1
D-0009094,2000-04-01T00:00:00,2000,4,April,Q2
D-0009095,2000-05-01T00:00:00,2000,5,May,Q2
D-0009096,2000-06-01T00:00:00,2000,6,June,Q2
D-0009097,2000-07-01T00:00:00,2000,7,July,Q3
D-0009098,2000-08-01T00:00:00,2000,8,August,Q3
D-0009099,2000-09-01T00:00:00,2000,9,September,Q3
D-0009100,2000-10-01T00:00:00,2000,10,October,Q4
D-0009101,2000-11-01T00:00:00,2000,11,November,Q4
D-0009102,2000-12-01T00:00:00,2000,12,December,Q4
D-0009103,2001-01-01T00:00:00,2001,1,January,Q1
D-0009104,2001-02-01T00:00:00,2001,2,February,Q1
D-0009105,2001-03-01T00:00:00,2001,3,March,Q1
D-0009106,2001-04-01T00:00:00,2001,4,April,Q2
D-0009107,2001-05-01T00:00:00,2001,5,May,Q2
D-0009108,2001-06-01T00:00:00,2001,6,June,Q2
D-0009109,2001-07-01T00:00:00,2001,7,July,Q3
D-0009110,2001-08-01T00:00:00,2001,8,August,Q3
D-0009111,2001-09-01T00:00:00,2001,9,September,Q3
D-0009112,2001-10-01T00:00:00,2001,10,October,Q4
D-0009113,2001-11-01T00:00:00,2001,11,November,Q4
D-0009114,2001-12-01T00:00:00,2001,12,December,Q4
D-0009115,2002-01-01T00:00:00,2002,1,January,Q1
D-0009116,2002-02-01T00:00:00,2002,2,February,Q1
D-0009117,2002-03-01T00:00:00,2002,3,March,Q1
D-0009118,2002-04-01T00:00:00,2002,4,April,Q2
D-0009119,2002-05-01T00:00:00,2002,5,May,Q2
D-0009120,2002-06-01T00:00:00,2002,6,June,Q2
D-0009121,2002-07-01T00:00:00,2002,7,July,Q3
D-0009122,2002-08-01T00:00:00,2002,8,August,Q3
D-0009123,2002-09-01T00:00:00,2002,9,September,Q3
D-0009124,2002-10-01T00:00:00,2002,10,October,Q4
D-0009125,2002-11-01T00:00:00,2002,11,November,Q4
D-0009126,2002-12-01T00:00:00,2002,12,December,Q4
D-0009127,2003-01-01T00:00:00,2003,1,January,Q1
D-0009128,2003-02-01T00:00:00,2003,2,February,Q1
D-0009129,2003-03-01T00:00:00,2003,3,March,Q1
D-0009130,2003-04-01T00:00:00,2003,4,April,Q2
D-0009131,2003-05-01T00:00:00,2003,5,May,Q2
D-0009132,2003-06-01T00:00:00,2003,6,June,Q2
D-0009133,2003-07-01T00:00:00,2003,7,July,Q3
D-0009134,2003-08-01T00:00:00,2003,8,August,Q3
D-0009135,2003-09-01T00:00:00,2003,9,September,Q3
D-0009136,2003-10-01T00:00:00,2003,10,October,Q4
D-0009137,2003-11-01T00:00:00,2003,11,November,Q4
D-0009138,2003-12-01T00:00:00,2003,12,December,Q4
D-0009139,2004-01-01T00:00:00,2004,1,January,Q1
D-0009140,2004-02-01T00:00:00,2004,2,February,Q1
D-0009141,2004-03-01T00:00:00,2004,3,March,Q1
D-0009142,2004-04-01T00:00:00,2004,4,April,Q2
D-0009143,2004-05-01T00:00:00,2004,5,May,Q2
D-0009144,2004-06-01T00:00:00,2004,6,June,Q2
D-0009145,2004-07-01T00:00:00,2004,7,July,Q3
D-0009146,2004-08-01T00:00:00,2004,8,August,Q3
D-0009147,2004-09-01T00:00:00,2004,9,September,Q3
D-0009148,2004-10-01T00:00:00,2004,10,October,Q4
D-0009149,2004-11-01T00:00:00,2004,11,November,Q4
D-0009150,2004-12-01T00:00:00,2004,12,December,Q4
D-0009151,2005-01-01T00:00:00,2005,1,January,Q1
D-0009152,2005-02-01T00:00:00,2005,2,February,Q1
D-0009153,2005-03-01T00:00:00,2005,3,March,Q1
D-0009154,2005-04-01T00:00:00,2005,4,April,Q2
D-0009155,2005-05-01T00:00:00,2005,5,May,Q2
D-0009156,2005-06-01T00:00:00,2005,6,June,Q2
D-0009157,2005-07-01T00:00:00,2005,7,July,Q3
D-0009158,2005-08-01T00:00:00,2005,8,August,Q3
D-0009159,2005-09-01T00:00:00,2005,9,September,Q3
D-0009160,2005-10-01T00:00:00,2005,10,October,Q4
D-0009161,2005-11-01T00:00:00,2005,11,November,Q4
D-0009162,2005-12-01T00:00:00,2005,12,December,Q4
D-0009163,2006-01-01T00:00:00,2006,1,January,Q1
D-0009164,2006-02-01T00:00:00,2006,2,February,Q1
D-0009165,2006-03-01T00:00:00,2006,3,March,Q1
D-0009166,2006-04-01T00:00:00,2006,4,April,Q2
D-0009167,2006-05-01T00:00:00,2006,5,May,Q2
D-0009168,2006-06-01T00:00:00,2006,6,June,Q2
D-0009169,2006-07-01T00:00:00,2006,7,July,Q3
D-0009170,2006-08-01T00:00:00,2006,8,August,Q3
D-0009171,2006-09-01T00:00:00,2006,9,September,Q3
D-0009172,2006-10-01T00:00:00,2006,10,October,Q4
D-0009173,2006-11-01T00:00:00,2006,11,November,Q4
D-0009174,2006-12-01T00:00:00,2006,12,December,Q4
D-0009175,2007-01-01T00:00:00,2007,1,January,Q1
D-0009176,2007-02-01T00:00:00,2007,2,February,Q1
D-0009177,2007-03-01T00:00:00,2007,3,March,Q1
D-0009178,2007-04-01T00:00:00,2007,4,April,Q2
D-0009179,2007-05-01T00:00:00,2007,5,May,Q2
D-0009180,2007-06-01T00:00:00,2007,6,June,Q2
D-0009181,2007-07-01T00:00:00,2007,7,July,Q3
D-0009182,2007-08-01T00:00:00,2007,8,August,Q3
D-0009183,2007-09-01T00:00:00,2007,9,September,Q3
D-0009184,2007-10-01T00:00:00,2007,10,October,Q4
D-0009185,2007-11-01T00:00:00,2007,11,November,Q4
D-0009186,2007-12-01T00:00:00,2007,12,December,Q4
D-0009187,2008-01-01T00:00:00,2008,1,January,Q1
D-0009188,2008-02-01T00:00:00,2008,2,February,Q1
D-0009189,2008-03-01T00:00:00,2008,3,March,Q1
D-0009190,2008-04-01T00:00:00,2008,4,April,Q2
D-0009191,2008-05-01T00:00:00,2008,5,May,Q2
D-0009192,2008-06-01T00:00:00,2008,6,June,Q2
D-0009193,2008-07-01T00:00:00,2008,7,July,Q3
D-0009194,2008-08-01T00:00:00,2008,8,August,Q3
D-0009195,2008-09-01T00:00:00,2008,9,September,Q3
D-0009196,2008-10-01T00:00:00,2008,10,October,Q4
D-0009197,2008-11-01T00:00:00,2008,11,November,Q4
D-0009198,2008-12-01T00:00:00,2008,12,December,Q4
D-0009199,2009-01-01T00:00:00,2009,1,January,Q1
D-0009200,2009-02-01T00:00:00,2009,2,February,Q1
D-0009201,2009-03-01T00:00:00,2009,3,March,Q1
D-0009202,2009-04-01T00:00:00,2009,4,April,Q2
D-0009203,2009-05-01T00:00:00,2009,5,May,Q2
D-0009204,2009-06-01T00:00:00,2009,6,June,Q2
D-0009205,2009-07-01T00:00:00,2009,7,July,Q3
D-0009206,2009-08-01T00:00:00,2009,8,August,Q3
D-0009207,2009-09-01T00:00:00,2009,9,September,Q3
D-0009208,2009-10-01T00:00:00,2009,10,October,Q4
D-0009209,2009-11-01T00:00:00,2009,11,November,Q4
D-0009210,2009-12-01T00:00:00,2009,12,December,Q4
D-0009211,2010-01-01T00:00:00,2010,1,January,Q1
D-0009212,2010-02-01T00:00:00,2010,2,February,Q1
D-0009213,2010-03-01T00:00:00,2010,3,March,Q1
D-0009214,2010-04-01T00:00:00,2010,4,April,Q2
D-0009215,2010-05-01T00:00:00,2010,5,May,Q2
D-0009216,2010-06-01T00:00:00,2010,6,June,Q2
D-0009217,2010-07-01T00:00:00,2010,7,July,Q3
D-0009218,2010-08-01T00:00:00,2010,8,August,Q3
D-0009219,2010-09-01T00:00:00,2010,9,September,Q3
D-0009220,2010-10-01T00:00:00,2010,10,October,Q4
D-0009221,2010-11-01T00:00:00,2010,11,November,Q4
D-0009222,2010-12-01T00:00:00,2010,12,December,Q4
D-0009223,2011-01-01T00:00:00,2011,1,January,Q1
D-0009224,2011-02-01T00:00:00,2011,2,February,Q1
D-0009225,2011-03-01T00:00:00,2011,3,March,Q1
D-0009226,2011-04-01T00:00:00,2011,4,April,Q2
D-0009227,2011-05-01T00:00:00,2011,5,May,Q2
D-0009228,2011-06-01T00:00:00,2011,6,June,Q2
D-0009229,2011-07-01T00:00:00,2011,7,July,Q3
D-0009230,2011-08-01T00:00:00,2011,8,August,Q3
D-0009231,2011-09-01T00:00:00,2011,9,September,Q3
D-0009232,2011-10-01T00:00:00,2011,10,October,Q4
D-0009233,2011-11-01T00:00:00,2011,11,November,Q4
D-0009234,2011-12-01T00:00:00,2011,12,December,Q4
D-0009235,2012-01-01T00:00:00,2012,1,January,Q1
D-0009236,2012-02-01T00:00:00,2012,2,February,Q1
D-0009237,2012-03-01T00:00:00,2012,3,March,Q1
D-0009238,2012-04-01T00:00:00,2012,4,April,Q2
D-0009239,2012-05-01T00:00:00,2012,5,May,Q2
D-0009240,2012-06-01T00:00:00,2012,6,June,Q2
D-0009241,2012-07-01T00:00:00,2012,7,July,Q3
D-0009242,2012-08-01T00:00:00,2012,8,August,Q3
D-0009243,2012-09-01T00:00:00,2012,9,September,Q3
D-0009244,2012-10-01T00:00:00,2012,10,October,Q4
D-0009245,2012-11-01T00:00:00,2012,11,November,Q4
D-0009246,2012-12-01T00:00:00,2012,12,December,Q4
D-0009247,2013-01-01T00:00:00,2013,1,January,Q1
D-0009248,2013-02-01T00:00:00,2013,2,February,Q1
D-0009249,2013-03-01T00:00:00,2013,3,March,Q1
D-0009250,2013-04-01T00:00:00,2013,4,April,Q2
D-0009251,2013-05-01T00:00:00,2013,5,May,Q2
D-0009252,2013-06-01T00:00:00,2013,6,June,Q2
D-0009253,2013-07-01T00:00:00,2013,7,July,Q3
D-0009254,2013-08-01T00:00:00,2013,8,August,Q3
D-0009255,2013-09-01T00:00:00,2013,9,September,Q3
D-0009256,2013-10-01T00:00:00,2013,10,October,Q4
D-0009257,2013-11-01T00:00:00,2013,11,November,Q4
D-0009258,2013-12-01T00:00:00,2013,12,December,Q4
D-0009259,2014-01-01T00:00:00,2014,1,January,Q1
D-0009260,2014-02-01T00:00:00,2014,2,February,Q1
D-0009261,2014-03-01T00:00:00,2014,3,March,Q1
D-0009262,2014-04-01T00:00:00,2014,4,April,Q2
D-0009263,2014-05-01T00:00:00,2014,5,May,Q2
D-0009264,2014-06-01T00:00:00,2014,6,June,Q2
D-0009265,2014-07-01T00:00:00,2014,7,July,Q3
D-0009266,2014-08-01T00:00:00,2014,8,August,Q3
D-0009267,2014-09-01T00:00:00,2014,9,September,Q3
D-0009268,2014-10-01T00:00:00,2014,10,October,Q4
D-0009269,2014-11-01T00:00:00,2014,11,November,Q4
D-0009270,2014-12-01T00:00:00,2014,12,December,Q4
D-0009271,2015-01-01T00:00:00,2015,1,January,Q1
